,location,bhk,total_sqft,bath,price,encoded_loc
2385,Sarjapur  Road,3,2180.0,3.0,170.0,203
2386,Hulimavu,3,1818.0,3.0,135.0,108
2387,others,2,1070.0,2.0,33.0,240
2388,Nagarbhavi,3,1350.0,2.0,54.6,174
2389,Chandapura,2,630.0,1.0,27.0,58
2390,Hoodi,2,1430.0,2.0,113.0,100
2391,Nagavara,3,2430.0,4.0,180.0,176
2392,Sarjapur  Road,2,1084.0,2.0,55.0,203
2393,Hennur Road,3,1186.0,2.0,56.0,99
2394,Kengeri,2,1255.0,2.0,50.0,139
2395,Haralur Road,4,3400.0,5.0,240.0,93
2396,Hosa Road,3,1541.0,3.0,69.84,104
2397,Iblur Village,4,3596.0,5.0,282.0,111
2398,Raja Rajeshwari Nagar,2,1295.0,2.0,70.0,193
2399,7th Phase JP Nagar,3,1370.0,2.0,54.79,7
2400,Electronic City,2,1100.0,2.0,40.0,77
2401,7th Phase JP Nagar,3,1370.0,2.0,54.79,7
2402,JP Nagar,2,1200.0,2.0,62.0,113
2403,Gunjur,4,2000.0,3.0,95.0,88
2404,Sarjapur  Road,3,1220.0,3.0,62.0,203
2405,others,3,1950.0,3.0,130.0,240
2406,Somasundara Palya,2,1178.0,2.0,73.0,211
2407,Dasanapura,3,1286.0,3.0,61.44,66
2408,Begur Road,2,1160.0,2.0,42.0,42
2409,Jigani,2,918.0,2.0,55.0,117
2410,Electronic City,3,1563.0,3.0,91.84,77
2411,others,2,1326.0,2.0,62.17,240
2412,Begur Road,2,1240.0,2.0,39.06,42
2413,Kaggadasapura,2,1325.0,2.0,50.0,122
2414,Sonnenahalli,2,1100.0,2.0,44.0,213
2415,Gollarapalya Hosahalli,3,1605.0,3.0,50.0,84
2416,Somasundara Palya,2,1260.0,2.0,60.0,211
2417,Hoodi,3,1553.0,3.0,83.09,100
2418,Whitefield,2,1280.0,2.0,52.0,234
2419,Hebbal,3,1550.0,2.0,75.0,95
2420,Murugeshpalya,3,1550.0,3.0,74.0,170
2421,Electronics City Phase 1,3,1515.0,2.0,80.91,79
2422,Hosa Road,3,1332.0,2.0,86.12,104
2423,Electronic City,3,1652.0,3.0,70.0,77
2424,Hegde Nagar,3,1570.0,3.0,105.0,97
2425,Sector 2 HSR Layout,1,794.0,1.0,60.0,205
2426,Seegehalli,3,1200.0,2.0,62.0,207
2427,Sarjapur  Road,3,1750.0,3.0,110.0,203
2428,Hebbal,2,1053.0,2.0,48.0,95
2429,Kanakpura Road,3,1100.0,3.0,53.0,131
2430,Kadubeesanahalli,3,1665.0,3.0,70.0,120
2431,Bommasandra,3,1447.0,3.0,80.0,51
2432,Balagere,2,1012.0,2.0,75.0,28
2433,Malleshpalya,3,1900.0,3.0,60.0,163
2434,Narayanapura,2,1308.0,2.0,92.66,178
2435,Green Glen Layout,4,3250.0,4.0,230.0,86
2436,Hormavu,1,1351.0,2.0,53.0,103
2437,Gunjur,2,1140.0,2.0,49.11,88
2438,Jakkur,4,3181.0,4.0,260.5,114
2439,Uttarahalli,3,1250.0,2.0,55.0,225
2440,Kanakapura,3,1290.0,3.0,45.15,130
2441,Ambedkar Nagar,2,1424.0,2.0,90.0,14
2442,Garudachar Palya,3,1320.0,2.0,60.6,82
2443,Akshaya Nagar,3,1662.0,3.0,85.5,12
2444,Begur Road,2,1200.0,2.0,45.0,42
2445,Garudachar Palya,3,1295.0,2.0,59.5,82
2446,Battarahalli,3,1777.0,3.0,100.0,40
2447,Kadugodi,3,1900.0,3.0,108.0,121
2448,Anandapura,3,1576.0,3.0,59.1,16
2449,Sompura,2,1020.0,2.0,41.0,212
2450,others,3,2100.0,3.0,170.0,240
2451,Raja Rajeshwari Nagar,1,648.0,1.0,31.75,193
2452,Neeladri Nagar,3,1167.0,2.0,38.0,179
2453,Hoodi,2,1220.0,2.0,50.89,100
2454,Vittasandra,2,1259.0,2.0,67.4,233
2455,Gottigere,4,2000.0,4.0,82.0,85
2456,8th Phase JP Nagar,3,1800.0,3.0,80.0,8
2457,others,3,1991.0,3.0,160.0,240
2458,Bannerghatta,3,1665.0,3.0,110.0,36
2459,others,2,1234.0,2.0,61.0,240
2460,Mysore Road,3,1340.0,2.0,64.31,171
2461,Banashankari,2,1170.0,2.0,46.79,29
2462,Electronics City Phase 1,2,995.0,2.0,46.0,79
2463,Old Airport Road,2,1075.0,2.0,60.0,182
2464,Electronic City,2,1025.0,2.0,54.5,77
2465,Rachenahalli,3,2721.0,3.0,113.0,192
2466,Thanisandra,3,2000.0,3.0,99.0,218
2467,Whitefield,4,2500.0,4.0,155.0,234
2468,Mallasandra,2,1325.0,2.0,70.0,162
2469,Kadugodi,2,1314.0,2.0,68.2,121
2470,Kanakpura Road,3,2265.0,3.0,136.0,131
2471,Yelahanka,2,1026.0,2.0,41.0,236
2472,others,3,1200.0,3.0,66.0,240
2473,others,3,2220.0,4.0,65.0,240
2474,KR Puram,2,1192.5,2.0,51.22,119
2475,Hebbal,2,1420.0,2.0,99.39,95
2476,Sarjapur  Road,3,1888.0,4.0,95.0,203
2477,JP Nagar,2,1300.0,2.0,90.87,113
2478,Rajaji Nagar,2,1216.0,2.0,97.16,194
2479,Begur,3,1559.0,3.0,63.0,41
2480,Harlur,2,1290.0,2.0,87.0,94
2481,Whitefield,1,905.0,1.0,55.0,234
2482,others,2,1069.0,2.0,55.0,240
2483,Sarjapur  Road,3,1300.0,3.0,60.0,203
2484,Channasandra,2,1115.0,2.0,33.45,59
2485,Ambedkar Nagar,3,2150.0,4.0,125.0,14
2486,Marathahalli,3,1305.0,2.0,69.0,165
2487,Kanakpura Road,2,1252.0,2.0,56.32,131
2488,Whitefield,2,1200.0,2.0,46.13,234
2489,Koramangala,3,1750.0,3.0,130.0,148
2490,others,2,1375.0,2.0,105.0,240
2491,Subramanyapura,2,1313.0,2.0,66.5,214
2492,Attibele,4,3640.0,4.0,275.0,22
2493,others,3,1693.0,3.0,108.0,240
2494,others,2,1160.0,2.0,41.75,240
2495,Subramanyapura,3,1255.0,2.0,79.0,214
2496,others,2,900.0,2.0,45.0,240
2497,Yelahanka New Town,3,1700.0,3.0,90.0,237
2498,Uttarahalli,3,1700.0,3.0,88.0,225
2499,Harlur,3,1749.0,3.0,115.0,94
2500,Dasanapura,2,1500.0,3.0,65.0,66
2501,others,2,1175.0,2.0,48.0,240
2502,Akshaya Nagar,2,1280.0,2.0,60.0,12
2503,others,2,1200.0,2.0,50.0,240
2504,Ramagondanahalli,3,1610.0,2.0,115.0,196
2505,Electronic City,2,1070.0,2.0,46.0,77
2506,TC Palaya,2,1200.0,2.0,66.0,216
2507,9th Phase JP Nagar,2,1127.0,2.0,50.0,9
2508,others,2,600.0,2.0,23.0,240
2509,others,2,1364.0,2.0,70.0,240
2510,Whitefield,4,2268.0,3.0,146.0,234
2511,others,3,1150.0,2.0,77.5,240
2512,others,2,1146.0,2.0,39.5,240
2513,Magadi Road,2,1345.0,2.0,55.0,159
2514,others,2,1110.0,2.0,41.0,240
2515,Kengeri,2,750.0,2.0,36.0,139
2516,others,2,1156.0,2.0,49.5,240
2517,Pattandur Agrahara,2,1247.0,2.0,59.8,188
2518,others,2,1058.0,2.0,60.0,240
2519,Kaggalipura,2,950.0,2.0,48.0,123
2520,Vijayanagar,3,1520.0,2.0,103.0,230
2521,Marathahalli,2,1215.0,2.0,58.86,165
2522,others,1,900.0,1.0,30.0,240
2523,Hennur Road,3,2350.0,3.0,174.0,99
2524,Thanisandra,2,1050.0,2.0,46.0,218
2525,Laggere,5,2800.0,5.0,125.0,156
2526,others,3,1500.0,2.0,65.0,240
2527,others,2,1400.0,2.0,65.0,240
2528,8th Phase JP Nagar,4,2700.0,4.0,130.0,8
2529,Bommasandra,2,920.0,2.0,37.46,51
2530,Sarjapur  Road,3,1200.0,3.0,70.0,203
2531,HSR Layout,2,1140.0,2.0,46.0,92
2532,Haralur Road,2,1464.0,2.0,56.0,93
2533,Electronics City Phase 1,3,1555.0,2.0,82.0,79
2534,Whitefield,2,1150.0,2.0,55.0,234
2535,Kadubeesanahalli,2,970.0,2.0,35.0,120
2536,Banashankari,4,2500.0,4.0,95.0,29
2537,others,2,1166.0,2.0,53.0,240
2538,Electronic City,3,1350.0,3.0,58.0,77
2539,others,2,900.0,2.0,46.0,240
2540,7th Phase JP Nagar,3,1300.0,2.0,52.0,7
2541,others,3,1190.0,3.0,55.0,240
2542,Kodichikkanahalli,3,1495.0,2.0,75.0,142
2543,Banashankari Stage III,3,1350.0,2.0,68.0,31
2544,Green Glen Layout,2,940.0,2.0,56.8,86
2545,Raja Rajeshwari Nagar,2,1100.0,2.0,55.0,193
2546,Kaikondrahalli,2,1300.0,2.0,61.0,124
2547,Hoodi,2,1105.0,2.0,46.37,100
2548,Sarjapur  Road,3,2600.0,3.0,200.0,203
2549,Yelahanka,3,1517.0,3.0,76.3,236
2550,Jalahalli,3,1615.0,3.0,89.75,115
2551,others,3,1500.0,3.0,65.0,240
2552,Mysore Road,3,1082.0,3.0,50.5,171
2553,Marathahalli,2,1365.0,2.0,73.0,165
2554,CV Raman Nagar,2,1392.0,2.0,98.0,56
2555,Kodigehalli,2,1086.0,2.0,33.66,144
2556,Hennur Road,3,1586.0,3.0,93.94,99
2557,Hennur,2,1100.0,2.0,60.0,98
2558,Electronic City Phase II,2,1065.0,2.0,30.75,78
2559,TC Palaya,3,1500.0,2.0,120.0,216
2560,7th Phase JP Nagar,3,1575.0,2.0,120.0,7
2561,Hennur Road,3,1975.0,3.0,123.0,99
2562,others,2,820.0,2.0,24.0,240
2563,Gubbalala,3,1745.0,3.0,110.0,87
2564,Nagarbhavi,2,1223.0,2.0,60.0,174
2565,Ananth Nagar,3,1200.0,2.0,65.0,17
2566,Basaveshwara Nagar,2,1200.0,2.0,90.0,39
2567,Binny Pete,1,665.0,1.0,46.08,48
2568,Bharathi Nagar,2,1351.0,2.0,70.0,45
2569,Hebbal,3,1355.0,3.0,83.87,95
2570,Sector 7 HSR Layout,3,3900.0,3.0,300.0,206
2571,Thanisandra,3,1588.0,3.0,75.55,218
2572,Amruthahalli,2,900.0,2.0,60.0,15
2573,Harlur,4,3385.0,4.0,260.0,94
2574,Panathur,3,1370.0,2.0,75.0,186
2575,Whitefield,3,1500.0,3.0,71.8,234
2576,Kanakpura Road,3,1100.0,3.0,53.0,131
2577,Hoodi,2,1247.0,2.0,53.0,100
2578,Balagere,2,1020.07,2.0,68.38,28
2579,others,3,1033.0,2.0,32.0,240
2580,others,3,1460.0,2.0,73.0,240
2581,Garudachar Palya,2,1150.0,2.0,52.8,82
2582,Sarjapur  Road,5,5965.0,5.0,385.0,203
2583,Babusapalaya,2,1141.0,2.0,46.0,26
2584,Doddaballapur,4,4200.0,4.0,325.0,71
2585,Hosa Road,3,1665.0,2.0,125.0,104
2586,Kanakapura,2,1295.0,2.0,64.0,130
2587,Haralur Road,2,1230.0,2.0,78.0,93
2588,others,3,1080.0,2.0,75.0,240
2589,Kaggalipura,2,1000.0,2.0,60.0,123
2590,Whitefield,1,630.5,1.0,32.79,234
2591,Rayasandra,3,1708.0,3.0,75.0,198
2592,Thanisandra,3,1697.0,3.0,115.0,218
2593,Whitefield,4,3537.0,5.0,210.0,234
2594,Hosa Road,1,615.0,1.0,28.29,104
2595,Banashankari,3,1350.0,2.0,83.0,29
2596,Kanakpura Road,3,1530.0,2.0,66.4,131
2597,Jalahalli,2,1083.0,2.0,32.49,115
2598,Gottigere,3,1460.0,2.0,65.0,85
2599,Babusapalaya,2,1084.0,2.0,58.0,26
2600,Bommasandra,2,1035.0,2.0,41.43,51
2601,others,3,2400.0,2.0,150.0,240
2602,Hosur Road,1,460.0,1.0,21.0,107
2603,Whitefield,2,1285.0,2.0,55.9,234
2604,Sarjapur,3,1200.0,3.0,78.0,202
2605,others,2,1070.0,2.0,35.0,240
2606,Hegde Nagar,3,1801.0,3.0,140.0,97
2607,Whitefield,3,1697.0,3.0,115.0,234
2608,AECS Layout,2,1199.0,2.0,65.0,10
2609,Mysore Road,3,1340.0,2.0,64.31,171
2610,Marathahalli,4,3800.0,4.0,205.0,165
2611,others,2,1125.0,2.0,75.0,240
2612,Anandapura,2,1200.0,2.0,67.0,16
2613,Subramanyapura,2,1050.0,2.0,41.0,214
2614,Nagarbhavi,2,956.0,2.0,49.0,174
2615,Sarjapur,2,1000.0,2.0,30.0,202
2616,others,3,1596.0,3.0,95.0,240
2617,Kanakpura Road,2,1296.0,2.0,89.06,131
2618,others,3,1639.0,3.0,123.0,240
2619,Electronic City Phase II,2,1219.0,2.0,61.25,78
2620,Uttarahalli,3,1200.0,3.0,50.0,225
2621,Bannerghatta Road,2,1218.0,2.0,73.0,37
2622,others,2,920.0,2.0,37.0,240
2623,Yeshwanthpur,3,2559.0,3.0,141.0,239
2624,2nd Phase Judicial Layout,1,525.0,1.0,26.0,2
2625,Bannerghatta Road,3,1427.0,2.0,48.51,37
2626,Kothannur,3,1270.0,3.0,45.0,149
2627,Ramagondanahalli,2,920.0,2.0,65.0,196
2628,Ramamurthy Nagar,3,1355.0,2.0,40.0,197
2629,Lingadheeranahalli,3,1530.0,2.0,90.0,158
2630,others,3,1372.0,2.0,90.0,240
2631,Nehru Nagar,4,2363.0,5.0,120.0,180
2632,Marathahalli,4,3895.0,4.0,220.0,165
2633,Jakkur,3,1950.0,3.0,131.0,114
2634,others,2,885.0,2.0,40.0,240
2635,Yelahanka,2,600.0,2.0,27.0,236
2636,Kanakpura Road,2,1339.0,2.0,62.0,131
2637,Whitefield,2,1130.0,2.0,36.0,234
2638,Uttarahalli,2,1085.0,2.0,43.0,225
2639,Yeshwanthpur,3,1430.0,3.0,72.0,239
2640,others,3,1490.0,2.0,59.6,240
2641,others,4,1650.0,4.0,99.0,240
2642,Bellandur,2,1286.0,2.0,57.0,43
2643,others,2,925.0,2.0,63.0,240
2644,Bellandur,4,3016.0,4.0,230.0,43
2645,Haralur Road,2,1000.0,2.0,44.0,93
2646,Whitefield,2,1215.0,2.0,39.0,234
2647,others,4,1200.0,3.0,95.0,240
2648,Lakshminarayana Pura,2,1336.0,2.0,100.0,157
2649,Yeshwanthpur,1,673.0,1.0,36.85,239
2650,Anandapura,2,1200.0,2.0,58.0,16
2651,others,2,1200.0,2.0,79.0,240
2652,Devanahalli,5,2400.0,5.0,100.0,68
2653,Sector 2 HSR Layout,2,1143.0,2.0,65.0,205
2654,Kanakpura Road,2,1470.0,2.0,61.74,131
2655,Marathahalli,3,1785.0,3.0,94.0,165
2656,Kothanur,3,1460.0,3.0,71.0,150
2657,Kasturi Nagar,3,1500.0,2.0,80.0,135
2658,Sanjay nagar,5,3300.0,3.0,250.0,200
2659,Chikkalasandra,2,1230.0,2.0,48.0,62
2660,Yelahanka New Town,1,650.0,1.0,20.0,237
2661,Benson Town,2,1480.0,2.0,120.0,44
2662,Thanisandra,2,1220.0,2.0,43.92,218
2663,others,3,1570.0,3.0,115.0,240
2664,Mallasandra,3,1665.0,3.0,86.91,162
2665,Ramamurthy Nagar,2,1100.0,2.0,68.0,197
2666,Kathriguppe,3,1350.0,2.0,87.01,136
2667,Kasavanhalli,3,1719.0,3.0,116.0,134
2668,Budigere,1,664.0,1.0,35.0,55
2669,Sonnenahalli,2,1011.0,2.0,50.53,213
2670,others,6,2400.0,6.0,130.0,240
2671,others,3,1680.0,3.0,85.0,240
2672,Yeshwanthpur,2,717.0,2.0,49.475,239
2673,Uttarahalli,3,1350.0,2.0,53.0,225
2674,Pattandur Agrahara,2,875.0,2.0,33.0,188
2675,Hennur,2,1231.0,2.0,48.0,98
2676,Somasundara Palya,2,1174.0,2.0,74.0,211
2677,Munnekollal,3,1560.0,3.0,75.0,169
2678,others,2,1464.0,2.0,56.0,240
2679,Kanakpura Road,3,2200.0,3.0,130.0,131
2680,Shivaji Nagar,2,850.0,2.0,55.0,209
2681,1st Phase JP Nagar,3,2024.0,3.0,157.0,1
2682,Devanahalli,2,1080.0,2.0,44.0,68
2683,Electronic City,2,1020.0,2.0,29.46,77
2684,Begur Road,3,1500.0,2.0,55.0,42
2685,Kodichikkanahalli,4,3250.0,4.0,180.0,142
2686,Uttarahalli,2,1175.0,2.0,47.0,225
2687,Channasandra,2,1030.0,2.0,34.5,59
2688,Hebbal,2,1440.0,2.0,115.0,95
2689,Hoodi,2,1500.0,2.0,84.0,100
2690,Thanisandra,1,1380.0,1.0,62.1,218
2691,others,2,1200.0,2.0,50.0,240
2692,others,1,705.0,1.0,36.5,240
2693,Hegde Nagar,3,1584.01,3.0,103.0,97
2694,others,3,1340.0,3.0,77.0,240
2695,others,3,1800.0,3.0,70.0,240
2696,R.T. Nagar,2,1200.0,2.0,45.0,191
2697,Sarjapur  Road,1,685.0,1.0,40.0,203
2698,others,2,925.0,2.0,42.0,240
2699,others,2,1230.0,2.0,57.0,240
2700,Kodichikkanahalli,2,1125.0,2.0,52.0,142
2701,Hebbal,2,1100.0,2.0,54.0,95
2702,Jigani,3,2400.0,3.0,149.0,117
2703,Electronic City Phase II,3,1400.0,2.0,41.58,78
2704,Jakkur,3,1858.0,3.0,98.3,114
2705,others,1,1260.0,1.0,41.0,240
2706,HSR Layout,2,1185.0,2.0,60.0,92
2707,Hennur,2,1255.0,2.0,58.0,98
2708,Kudlu Gate,3,1335.0,3.0,89.0,152
2709,Dodda Nekkundi,3,1999.0,3.0,132.0,70
2710,Kundalahalli,3,1397.0,3.0,110.0,154
2711,Chikka Tirupathi,3,1616.0,3.0,95.0,60
2712,Raja Rajeshwari Nagar,2,1140.0,2.0,38.55,193
2713,Kanakpura Road,1,525.0,1.0,30.0,131
2714,Varthur,3,1200.0,2.0,98.0,226
2715,Balagere,2,1205.47,2.0,81.0,28
2716,Electronic City,3,1700.0,3.0,75.0,77
2717,Kanakpura Road,2,1090.0,2.0,54.54,131
2718,Yeshwanthpur,4,3600.0,5.0,220.0,239
2719,Thanisandra,1,923.0,1.0,60.84,218
2720,Green Glen Layout,2,1050.0,2.0,48.0,86
2721,Whitefield,2,1495.0,2.0,79.5,234
2722,Hennur Road,3,1664.0,2.0,93.865,99
2723,Narayanapura,3,1485.0,3.0,85.0,178
2724,Dommasandra,3,1033.0,2.0,31.5,75
2725,Electronic City,3,1400.0,2.0,48.0,77
2726,Sarjapur  Road,2,944.0,2.0,35.0,203
2727,Whitefield,2,1216.0,2.0,66.48,234
2728,others,2,1100.0,2.0,39.5,240
2729,Thanisandra,3,1743.0,3.0,93.25,218
2730,Yelahanka,2,1274.0,2.0,48.42,236
2731,Mysore Road,3,1512.0,2.0,110.0,171
2732,Cox Town,3,1650.0,3.0,100.0,65
2733,Doddathoguru,3,1875.0,3.0,55.0,73
2734,Whitefield,3,1350.0,3.0,54.0,234
2735,others,2,1219.0,2.0,40.0,240
2736,Sarjapura - Attibele Road,3,2400.0,3.0,85.0,204
2737,Hormavu,2,1141.0,2.0,44.4,103
2738,Anandapura,2,1151.0,2.0,43.1,16
2739,Sarjapur  Road,2,915.0,2.0,38.0,203
2740,Bannerghatta Road,2,1115.0,2.0,65.12,37
2741,Thigalarapalya,3,2072.0,4.0,139.0,219
2742,Kaggadasapura,2,1200.0,2.0,53.0,122
2743,Singasandra,2,1300.0,2.0,65.0,210
2744,Bellandur,2,1457.0,2.0,85.0,43
2745,Kannamangala,2,1262.0,2.0,55.0,132
2746,Attibele,1,420.0,1.0,17.0,22
2747,Kanakapura,2,1160.0,2.0,46.39,130
2748,Kasavanhalli,2,1115.0,2.0,50.0,134
2749,JP Nagar,3,1315.0,2.0,85.4,113
2750,Babusapalaya,2,1500.0,2.0,57.0,26
2751,HSR Layout,2,1127.0,2.0,68.0,92
2752,Kundalahalli,3,1397.0,3.0,104.0,154
2753,Whitefield,2,1173.0,2.0,60.0,234
2754,Jakkur,2,1230.0,2.0,76.0,114
2755,others,4,3200.0,3.0,190.0,240
2756,Sarjapur  Road,2,858.0,2.0,31.57,203
2757,Talaghattapura,3,1868.0,3.0,121.0,217
2758,Uttarahalli,3,1689.28,3.0,91.2,225
2759,Banashankari,3,1425.0,3.0,49.88,29
2760,Tindlu,2,1350.0,2.0,100.0,222
2761,Channasandra,6,4200.0,6.0,180.0,59
2762,Uttarahalli,3,1310.0,2.0,85.0,225
2763,Haralur Road,4,3185.0,2.0,175.0,93
2764,others,2,970.0,2.0,40.0,240
2765,Kundalahalli,3,1397.0,3.0,108.0,154
2766,Sarjapur,2,1157.0,2.0,40.0,202
2767,Kasavanhalli,2,1125.0,2.0,61.2,134
2768,Sonnenahalli,2,1157.0,2.0,42.0,213
2769,Sarjapur  Road,2,1241.0,2.0,82.0,203
2770,Marathahalli,4,4000.0,4.0,220.0,165
2771,Rajiv Nagar,4,2340.0,4.0,148.0,195
2772,others,1,596.0,1.0,42.0,240
2773,Brookefield,2,1139.0,2.0,80.0,54
2774,Thigalarapalya,4,3122.0,5.0,225.0,219
2775,Yeshwanthpur,2,1168.0,2.0,64.08,239
2776,Chandapura,2,877.0,2.0,42.0,58
2777,Electronics City Phase 1,2,1340.0,2.0,75.0,79
2778,others,3,1405.0,2.0,70.0,240
2779,others,3,1800.0,3.0,65.0,240
2780,others,3,1360.0,2.0,65.0,240
2781,others,2,985.0,2.0,63.0,240
2782,7th Phase JP Nagar,3,1850.0,3.0,150.0,7
2783,others,3,1490.0,2.0,88.0,240
2784,others,2,620.0,1.0,25.0,240
2785,Hormavu,2,1130.0,2.0,42.3,103
2786,Yelachenahalli,2,1080.0,2.0,55.0,235
2787,Singasandra,4,3126.0,4.0,120.0,210
2788,Begur Road,3,1410.0,2.0,52.17,42
2789,Bommanahalli,3,1375.0,3.0,59.0,50
2790,Hennur Road,3,1290.0,2.0,94.5,99
2791,Hosa Road,3,1318.0,2.0,85.28,104
2792,Electronic City,2,1128.0,2.0,68.0,77
2793,others,4,4428.0,4.0,255.0,240
2794,Kanakpura Road,2,1051.0,2.0,56.74,131
2795,Kannamangala,4,2400.0,4.0,130.0,132
2796,Yelahanka,2,1327.0,2.0,85.0,236
2797,others,2,1301.0,2.0,55.0,240
2798,others,1,650.0,1.0,30.0,240
2799,Varthur,3,1200.0,3.0,67.75,226
2800,others,3,1500.0,2.0,89.99,240
2801,Electronic City Phase II,2,1000.0,2.0,28.88,78
2802,Sarjapur  Road,2,984.0,2.0,45.91,203
2803,Hebbal,3,1355.0,3.0,83.87,95
2804,others,1,910.0,1.0,42.0,240
2805,others,3,1250.0,3.0,39.0,240
2806,Hosakerehalli,2,1304.0,2.0,100.0,105
2807,Begur Road,3,1615.0,3.0,58.0,42
2808,Sarjapur  Road,2,1400.0,2.0,68.0,203
2809,CV Raman Nagar,2,1070.0,2.0,47.5,56
2810,Hoodi,2,1132.0,2.0,89.37,100
2811,others,3,2000.0,3.0,85.0,240
2812,Sector 2 HSR Layout,1,794.0,1.0,65.0,205
2813,Raja Rajeshwari Nagar,2,1090.0,2.0,43.59,193
2814,Gottigere,3,1500.0,3.0,70.0,85
2815,Kanakpura Road,1,525.0,1.0,30.0,131
2816,Bhoganhalli,2,1447.0,2.0,75.97,46
2817,Whitefield,2,1269.0,2.0,75.0,234
2818,Kanakpura Road,2,1070.0,2.0,37.45,131
2819,Marathahalli,2,1208.0,2.0,70.0,165
2820,Ramamurthy Nagar,2,1185.0,2.0,45.5,197
2821,Anekal,2,888.0,2.0,34.0,18
2822,others,1,532.0,1.0,22.49,240
2823,others,3,1060.0,3.0,62.0,240
2824,Electronic City,1,700.0,1.0,35.0,77
2825,others,2,902.0,2.0,42.0,240
2826,Uttarahalli,2,1175.0,2.0,47.0,225
2827,Doddathoguru,2,984.0,2.0,51.0,73
2828,Hebbal,4,2700.0,2.0,100.0,95
2829,Jalahalli East,3,1475.0,3.0,96.0,116
2830,Haralur Road,2,1300.0,2.0,79.0,93
2831,Babusapalaya,3,1453.0,2.0,43.59,26
2832,Akshaya Nagar,3,1666.0,3.0,95.0,12
2833,Murugeshpalya,3,1845.0,3.0,91.0,170
2834,Sarjapura - Attibele Road,3,1676.0,3.0,52.0,204
2835,Uttarahalli,2,1137.0,2.0,63.0,225
2836,Electronic City,3,1360.0,2.0,70.5,77
2837,others,3,1374.0,2.0,70.0,240
2838,Whitefield,5,3227.0,5.0,250.0,234
2839,others,4,2145.0,4.0,125.0,240
2840,Kasavanhalli,3,2170.0,3.0,151.0,134
2841,others,2,1080.0,2.0,55.0,240
2842,Electronic City Phase II,3,1790.0,3.0,100.0,78
2843,Doddathoguru,1,550.0,1.0,17.0,73
2844,Poorna Pragna Layout,3,1270.0,2.0,50.79,189
2845,Somasundara Palya,2,1033.0,2.0,48.0,211
2846,others,2,1000.0,2.0,80.0,240
2847,others,2,1240.0,2.0,52.6,240
2848,Kambipura,2,883.0,2.0,39.0,127
2849,others,3,1500.0,2.0,97.0,240
2850,Marathahalli,3,1730.0,3.0,139.0,165
2851,Kasavanhalli,3,1915.0,3.0,80.0,134
2852,Whitefield,3,1545.0,3.0,79.0,234
2853,others,3,1865.0,4.0,140.0,240
2854,Hebbal Kempapura,2,1150.0,2.0,40.0,96
2855,others,2,1200.0,2.0,49.0,240
2856,Kengeri,2,963.0,2.0,40.0,139
2857,Kaikondrahalli,4,1700.0,4.0,108.0,124
2858,Lingadheeranahalli,3,1682.0,3.0,120.0,158
2859,Yelahanka,3,1371.0,2.0,65.0,236
2860,Hennur Road,2,901.0,2.0,49.5,99
2861,Ambalipura,3,1730.0,3.0,120.0,13
2862,EPIP Zone,3,1500.0,3.0,102.0,76
2863,others,4,3500.0,4.0,245.0,240
2864,others,2,1203.0,2.0,59.86,240
2865,Horamavu Banaswadi,2,1357.0,2.0,54.0,102
2866,others,3,1600.0,3.0,76.0,240
2867,Yelahanka New Town,1,350.0,1.0,13.5,237
2868,Varthur,3,1665.0,3.0,53.0,226
2869,Sarjapur  Road,1,835.0,1.0,46.95,203
2870,Haralur Road,3,1444.0,2.0,80.0,93
2871,Kanakapura,2,1277.0,2.0,55.0,130
2872,Lingadheeranahalli,3,1521.0,3.0,94.71,158
2873,others,2,1134.0,2.0,40.0,240
2874,Vasanthapura,2,995.0,2.0,34.82,228
2875,Marathahalli,2,1325.0,1.0,92.0,165
2876,Kothanur,6,4000.0,6.0,150.0,150
2877,Marathahalli,3,1525.0,3.0,90.0,165
2878,others,3,1320.0,2.0,73.0,240
2879,Electronics City Phase 1,1,650.0,1.0,23.0,79
2880,Electronic City,2,1150.0,2.0,38.0,77
2881,Electronic City Phase II,2,769.0,2.0,40.0,78
2882,Electronic City,3,1571.0,3.0,105.0,77
2883,Hennur Road,3,1445.0,3.0,86.56,99
2884,Bommasandra,2,902.0,2.0,49.0,51
2885,Sarjapur,3,2238.0,3.0,140.0,202
2886,Electronic City,2,1090.0,2.0,31.49,77
2887,Yelahanka,3,1712.0,3.0,82.0,236
2888,Haralur Road,2,1088.0,2.0,68.0,93
2889,Somasundara Palya,3,1575.0,3.0,63.1,211
2890,Kundalahalli,3,1920.0,3.0,150.0,154
2891,Margondanahalli,2,1000.0,2.0,57.0,166
2892,others,2,1100.0,2.0,56.1,240
2893,Electronic City,2,1089.0,2.0,45.0,77
2894,Horamavu Agara,2,1106.0,2.0,43.09,101
2895,Kengeri,2,927.0,2.0,37.0,139
2896,Kanakpura Road,2,1339.0,2.0,58.0,131
2897,Thanisandra,1,923.0,1.0,45.69,218
2898,Lakshminarayana Pura,2,1175.0,2.0,75.0,157
2899,Thubarahalli,2,975.0,2.0,55.0,220
2900,Hebbal,3,2400.0,4.0,180.0,95
2901,Subramanyapura,3,1330.0,3.0,72.0,214
2902,Thanisandra,2,1183.0,2.0,59.74,218
2903,Harlur,3,1758.0,3.0,133.0,94
2904,Hebbal,3,1255.0,2.0,77.68,95
2905,Pai Layout,2,1100.0,2.0,50.0,185
